"tech","announced","status","dim_length","dim_breadth","dim_thickness","weight","sim","display_tech","display_size","display_res","aspect_ratio","ip_certification","os","chipset","cpu","gpu","card_slot","ram","bt_v","gps","radio","nfc","wlan","battery_mah","audio_jack","price","camera","video","selfie","oem","device"
"GSM / HSPA / LTE","2016, June","Available. Released 2016, July","145","71.2","9.5","152","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","NA","Quad-core 1.0 GHz Cortex-A53","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","80","8 MP, autofocus, LED flash","720p@30fps","2 MP","ZTE","Blade A601"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, July","215","125","9.4","330","Yes","IPS LCD capacitive touchscreen, 16M colors","8","800 x 1280","16:10","NA","Android 7.1.1 (Nougat)","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.3 GHz Cortex-7","Adreno 304","microSD","1","4.1","Yes","No","NA","Wi-Fi","4620","Yes","180","5 MP","720p@30fps","2 MP","ZTE","Grand X View 2"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, August","146","72.5","8","136","Hybrid Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6753","Octa-core 1.3 GHz Cortex-A53","Mali-T720MP3","microSD","3","4","Yes","FM radio","NA","Wi-Fi","2540","Yes","180","13 MP, phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP, f/2.2, 1080p","ZTE","Blade V7 Plus"
"GSM / HSPA","2017, April","Available. Released 2017, April","45.7","45.7","14.5","89","Nano-SIM","AMOLED capacitive touchscreen, 16M colors","1.4","400 x 400","1:1","IP67","Android Wear 2.0","Qualcomm MSM8909W Snapdragon Wear 2100","Quad-core 1.1 GHz","NA","No","0.75","4.1","Yes","No","NA","Wi-Fi","500","No","200","NA","NA","NA","ZTE","Quartz"
"GSM / CDMA / HSPA / LTE","2017, March","Available. Released 2017, June","7.9","NA","NA","180","Hybrid Dual SIM","AMOLED capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6750","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","4","4","Yes","No","NA","Wi-Fi","5000","Yes","260","13 MP, f/2.2, phase detection autofocus, LED flash","1080p@30fps","16 MP, f/2.0","ZTE","nubia N2"
"GSM / CDMA / HSPA / LTE","2017, March","Available. Released 2017, June","154.5","75.9","7","168","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","4","4.1","Yes","No","NA","Wi-Fi","3630","Yes","400","Dual: 13 MP (f/2.2, 1/2.9"", 1.25 Âµm), autofocus, dual-LED dual-tone flash","2160p@30fps","16 MP, f/2.0","ZTE","nubia M2"
"GSM / CDMA / HSPA / LTE","2017, March","Available. Released 2017, June","NA","NA","NA","NA","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6750","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","4","4","Yes","No","NA","Wi-Fi","3000","Yes","NA","13 MP, f/2.2, autofocus, LED flash","1080p@30fps","16 MP, f/2.0","ZTE","nubia M2 lite"
"GSM / CDMA / HSPA / LTE","2017, June","Available. Released 2017, July","7.9","NA","NA","NA","Hybrid Dual SIM (Nano-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 7.1 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","3","4","Yes","No","NA","Wi-Fi","3000","Yes","230","13 MP, F/2.2, phase detection autofocus, LED flash","1080p@30fps","5 MP, f/2.4","ZTE","nubia M2 Play"
"GSM / CDMA / HSPA / LTE","2017, June","Available. Released 2017, June","152.6","72.4","7.6","173","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 7.1.1 (Nougat)","Qualcomm MSM8998 Snapdragon 835","Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)","Adreno 540","No","8","4.1","Yes","No","Yes","Wi-Fi","3200","No","500","Dual: 12 MP (f/1.8, 1/2.55"", 1.4 Âµm) + 23 MP (f/2.0), phase detection autofocus, 2x lossless zoom, dual-LED dual-tone flash, check quality","2160p@30fps, check quality","16 MP, f/2.0","ZTE","nubia Z17"
"GSM / CDMA / HSPA / EVDO / LTE","2017, April","Available. Released 2017, June","151.7","75","7.9","170","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5","1440 x 2560","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8996 Snapdragon 821","Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo)","Adreno 530","microSD","6","4.2","Yes","To be confirmed","Yes","Wi-Fi","3400","Yes","700","Dual: 12 MP (f/1.8, 1/2.8"", 1 Âµm, PDAF) + 20 MP; phase detection autofocus, dual-LED dual-tone flash","2160p@30fps, 1080p@30fps","8 MP","ZTE","Axon 7s"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, April","165.1","83.8","9.4","180","Yes","IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 7.1.1 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","2","4.2","Yes","FM radio","NA","Wi-Fi","3990","Yes","120","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Max XL"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, April","146.7","72.5","7.5","155","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 6.0.1 (Marshmallow)","Qualcomm MSM8976 Snapdragon 652 - Standard editionQualcomm MSM8976 Pro Snapdragon 653 - High edition","Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)","Adreno 510","microSD","4","4.1","Yes","FM radio","Yes","Wi-Fi","2950","Yes","310","Dual: 13 MP (f/2.2, 1/3"", 1.12 Âµm), phase detection autofocus, dual-LED flash","2160p@30fps","16 MP, f/2.0, 1080p","ZTE","nubia Z17 mini"
"GSM / HSPA / LTE","2017, March","Available. Released 2017, May","144","71","8.4","130","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.25 GHz Cortex-A53","Mali-T720MP2","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","2400","Yes","NA","8 MP, autofocus, LED flash","1080p@30fps","8 MP","ZTE","Blade A520"
"GSM / HSPA / LTE","2017, February","Available. Released 2017, April","NA","NA","NA","NA","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6737","Quad-core 1.5 GHz Cortex-A53","Mali-T720MP2","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","3000","Yes","160","8 MP, autofocus, dual-LED flash","1080p@30fps","5 MP, LED flash","ZTE","nubia N1 lite"
"GSM / HSPA / LTE","2017, February","Available. Released 2017, July","143.5","70","8.9","141","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","2800","Yes","200","Dual: 13 MP + 2 MP, autofocus, LED flash","1080p@30fps","5 MP, LED flash","ZTE","Blade V8 Mini"
"GSM / HSPA / LTE","2017, February","Available. Released 2017, June","143","71","8","136","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6750","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","2500","Yes","170","8 MP, autofocus, LED flash","Yes","5 MP","ZTE","Blade V8 Lite"
"GSM / HSPA / LTE","2017, February","Available. Released 2017, February","155","76.2","9.8","189","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6750T","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","4","4","Yes","FM radio","NA","Wi-Fi","5000","Yes","200","13 MP, phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","8 MP","ZTE","Blade A2 Plus"
"GSM / HSPA / LTE","2017, January","Cancelled","154","76","7.9","NA","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","3","4.2","Yes","To be confirmed","Yes","Wi-Fi","3000","Yes","190","Dual: 13 MP + 12 MP, autofocus, LED flash","1080p@30fps","8 MP","ZTE","Hawkeye"
"GSM / HSPA / LTE","2017, January","Available. Released 2017, February","156","77","9.1","185","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0.1 (Marshmallow)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","3","4.2","Yes","FM radio","Yes","Wi-Fi","3140","Yes","260","Dual: 13 MP, phase detection autofocus, dual-LED flash","2160p@30fps, 1080p@30fps","8 MP, 1080p","ZTE","Blade V8 Pro"
"GSM / HSPA / LTE","2017, January","Available. Released 2017, March","148.4","71.5","7.7","141","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","2730","Yes","250","Dual: 13 MP + 2 MP, autofocus, LED flash","1080p@30fps","13 MP, 1080p","ZTE","Blade V8"
"GSM / CDMA / HSPA / EVDO / LTE","2016, October","Available. Released 2017, February","157","80.4","8.2","196","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","4","4.2","Yes","No","NA","Wi-Fi","4100","Yes","500","Dual: 13 MP, f/2.0, phase detection and laser autofocus, dual-LED dual-tone flash","2160p@30fps, 1080p@30fps","13 MP, f/2.2, 1080p5 MP - USA","ZTE","Axon 7 Max"
"GSM / HSPA / LTE","2016, September","Available. Released 2016, September","155.2","77","9.1","162","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0.1 (Marshmallow)","Qualcomm MSM8917 Snapdragon 425","Quad-core 1.4 GHz Cortex-A53","Adreno 308","microSD","2","4.2","Yes","FM radio","NA","Wi-Fi","3140","Yes","NA","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Grand X4"
"GSM / HSPA / LTE","2016, April","Available. Released 2016, August","154","76.5","7.2","NA","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0.1 (Marshmallow)","NA","Octa-core 1.8 GHz","NA","microSD","4","4","Yes","No","NA","Wi-Fi","3000","Yes","330","16 MP, f/2.0, phase detection autofocus, dual-LED dual-tone flash","Yes","8 MP","ZTE","Blade V7 Max"
"GSM / CDMA / HSPA / LTE","2016, October","Available. Released 2016, October","146.1","72.1","7.6","158","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","4","4.1","Yes","FM radio","Yes","Wi-Fi","3000","Yes","270","23 MP (f/2.0, 1/2.6"", 1 Âµm), phase detection autofocus, LED flash","1080p@30fps","13 MP (f/2.2, 1/3"", 1.22 Âµm), PDAF","ZTE","nubia Z11 mini S"
"GSM / CDMA / HSPA / LTE","2016, September","Available. Released 2016, October","147.5","71","7.8","153","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)","Qualcomm MSM8952 Snapdragon 617","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSD","3","4.1","Yes","No","Yes","Wi-Fi","2705","Yes","270","16 MP, f/1.9, phase detection autofocus, dual-LED flash","1080p@30fps, 720p@120fps","8 MP, f/2.2, 1080p","ZTE","Axon 7 mini"
"GSM / HSPA / LTE","2016, August","Available. Released 2016, September","154.2","76","9.1","158.8","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","NA","Quad-core 1.2 GHz","NA","microSD","2","NA","Yes","To be confirmed","NA","Wi-Fi","3000","Yes","110","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Warp 7"
"GSM / HSPA / LTE","2016, July","Available. Released 2016, July","165.1","83.8","8.9","NA","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8952 Snapdragon 617","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","3400","Yes","110","13 MP (f/2.2, 20mm), phase detection autofocus, LED flash","1080p@30fps","5 MP","ZTE","Zmax Pro"
"GSM / CDMA / HSPA / EVDO / LTE","2016, July","Available. Released 2016, July","150.9","75","8.9","190","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6755 Helio P10","Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","5000","Yes","230","13 MP, f/2.2, phase detection autofocus, LED flash","1080p@30fps","13 MP, f/2.2, 1080p","ZTE","nubia N1"
"GSM / CDMA / HSPA / EVDO / LTE","2016, June","Available. Released 2016, June","159.2","82.3","7.4","185","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 5.1.1 (Lollipop)","Qualcomm MSM8976 Snapdragon 652","Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)","Adreno 510","microSD","4","4.1","Yes","FM radio","NA","Wi-Fi","4000","Yes","360","16 MP (f/2.0, 1/2.8"", 1.12 Âµm), phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","8 MP, (f/2.4, 1.4 Âµm), 1080p","ZTE","nubia Z11 Max"
"GSM / CDMA / HSPA / LTE","2016, May","Available. Released 2016, June","151.7","75","7.9","175","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5","1440 x 2560","16:9","NA","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)","Qualcomm MSM8996 Snapdragon 820","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)","Adreno 530","microSD","4","4.2","Yes","No","Yes","Wi-Fi","3250","Yes","410","20 MP (f/1.8, 1/2.6"", 1.1 Âµm), phase detection autofocus, OIS, dual-LED dual-tone flash, check quality","2160p@30fps, 1080p@30/60fps, 720p@240fps, check quality","8 MP (f/2.2, 1/4"", 1.12 Âµm), 1080p","ZTE","Axon 7"
"GSM / HSPA / LTE","2016, June","Available. Released 2016, July","151.8","72.3","7.5","162","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0.1 (Marshmallow)","Qualcomm MSM8996 Snapdragon 820","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)","Adreno 530","microSD","6","4.1","Yes","No","Yes","Wi-Fi","3000","Yes","450","16 MP (f/2.0, 1/2.8"", 1.12 Âµm), phase detection autofocus, OIS, dual-LED dual-tone flash, check quality","2160p@30fps, check quality","8 MP (f/2.4, 1.4 Âµm), 1080p","ZTE","nubia Z11"
"GSM / UMTS / HSPA / LTE","2016, July","Available. Released 2016, July","125","64.4","10.4","110","Micro-SIM","TFT capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 5.1 (Lollipop)","Spreadtrum SC7731G","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","2.1","Yes","FM radio","NA","Wi-Fi","1400","Yes","70","5 MP, LED flash","Yes","2 MP","ZTE","Blade L110 (A110)"
"GSM / HSPA / LTE","2016, May","Available. Released 2016, May","164.1","83.8","8.9","NA","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8952 Snapdragon 617","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSD","2","4.1","Yes","To be confirmed","NA","Wi-Fi","3400","Yes","210","Dual: 13 MP + 2 MP, autofocus, LED flash","1080p@30fps","5 MP, 1080p","ZTE","Grand X Max 2"
"GSM / CDMA / HSPA / LTE","2016, April","Available. Released 2016, May","141.4","70","8","138","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 5.1.1 (Lollipop)","Qualcomm MSM8952 Snapdragon 617","Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)","Adreno 405","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","2800","Yes","250","16 MP (f/2.0, 1/2.8"", 1.12 Âµm), phase detection autofocus, LED flash","1080p@30fps","8 MP (f/2.4, 1.4 Âµm), 1080p","ZTE","nubia Z11 mini"
"GSM / HSPA","2016, April","Available. Released 2016, April","143","72","8.3","160","Dual SIM","Capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6580","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2150","Yes","90","8 MP, autofocus, LED flash","Yes","2 MP","ZTE","Blade L5 Plus"
"GSM / HSPA / LTE","2016, January","Available. Released 2016, February","155.3","77.2","8.6","164","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.1.1 (Lollipop)","Mediatek MT6753Qualcomm MSM8939 Snapdragon 615","Octa-core 1.3 GHz Cortex-A53Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T720MP3Adreno 405","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","3000","Yes","270","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade V Plus"
"GSM / HSPA / LTE","2016, August","Available. Released 2016, September","145","71","8.2","NA","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6735","Quad-core 1.3 GHz Cortex-A53","Mali-T720MP2","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","4000","Yes","130","8 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade A610"
"GSM / HSPA / LTE","2016, July","Available. Released 2016, July","164.3","71.6","7.6","130","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8917 Snapdragon 425","Quad-core 1.4 GHz Cortex-A53","Adreno 308","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","2540","Yes","170","13 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade A512"
"GSM / HSPA / LTE","2016, Q1","Available. Released 2016, Q1","145","71.5","8.9","159","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735P","Quad-core 1.0 GHz Cortex-A53","Mali-T720MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","NA","8 MP, autofocus, LED flash","1080p@30fps","5 MP","ZTE","Blade A452"
"GSM / HSPA / LTE","2016, February","Available","146","72.5","7.5","NA","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6753","Octa-core 1.3 GHz Cortex-A53","Mali-T720MP3","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","180","13 MP, phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP","ZTE","Blade V7"
"GSM / CDMA / HSPA / CDMA2000 / LTE","2016, June","Available. Released 2016, June","143.8","70.2","7.9","135","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop), planned upgrade to 6.0 (Marshmallow)","Mediatek MT6750","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","130","13 MP, phase detection autofocus, LED flash","1080p@30fps","5 MP, LED flash","ZTE","Blade A2"
"GSM / HSPA / LTE","2016, February","Available","143.8","70.2","7.9","NA","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6735P","Quad-core 1.0 GHz Cortex-A53","Mali-T720MP2","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","120","13 MP, autofocus, LED flash","1080p@30fps","8 MP, LED flash","ZTE","Blade V7 Lite"
"GSM / HSPA / LTE","2015, December","Available. Released 2015, December","160","80","7.5","188","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8952 Snapdragon 617","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSD","3","4","Yes","To be confirmed","NA","Wi-Fi","4140","Yes","NA","16 MP, f/1.9, phase detection autofocus, LED flash","1080p@30fps","13 MP, f/2.2","ZTE","Axon Max"
"GSM / HSPA / LTE","2016, January","Available. Released 2016, January","148.2","72.5","6.8","135","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","3","4","Yes","FM radio","NA","Wi-Fi","2200","Yes","390","13 MP, f/2.2, phase detection autofocus, LED flash","1080p@30fps","8 MP, f/2.4, 1080p","ZTE","nubia Prague S"
"GSM / HSPA / LTE","2016, January","Available. Released 2016, January","154.2","76","9.4","170.1","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 5.1.1 (Lollipop)","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.3 GHz Cortex-A7","Adreno 304","microSD","2","4.1","Yes","NA","NA","Wi-Fi","3080","Yes","120","8 MP, autofocus, LED flash","720p@30fps","2 MP","ZTE","Grand X 3"
"GSM / HSPA / LTE","2016, January","Available. Released 2016, January","144.8","72.9","10.9","164.4","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSD","1","4","Yes","NA","NA","Wi-Fi","2300","Yes","110","5 MP, autofocus, LED flash","720p@30fps","2 MP","ZTE","Avid Plus"
"GSM / HSPA / LTE","2015, November","Available. Released 2015, December","155.3","77.2","8.6","160","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8939 Snapdragon 615","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4.1","Yes","FM radio","NA","Wi-Fi","3000","Yes","170","13 MP, f/2.2, autofocus, LED flash","1080p@30fps","5 MP, f/2.2","ZTE","Blade X9"
"GSM / HSPA / LTE","2015, November","Available. Released 2015, November","142","70.4","8.9","129","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","NA","Quad-core 1.3 GHz Cortex-A53","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2400","Yes","NA","13 MP, autofocus, LED flash","1080p@30fps","8 MP","ZTE","Blade X5"
"GSM / HSPA / LTE","2015, November","Available. Released 2015, November","145","71.5","8.9","160.9","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735P","Quad-core 1.0 GHz Cortex-A53","Mali-T720MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","NA","8 MP, autofocus, LED flash","1080p@30fps","5 MP or 2 MP","ZTE","Blade X3"
"No cellular connectivity","2015, July","Available. Released 2015, October","42","42","11.5","49","No","AMOLED capacitive touchscreen, 16M colors","1.4","400 x 400","1:1","IP67","Tencent OS","Qualcomm MSM8926 Snapdragon 400","Quad-core 1.2 GHz Cortex-A7","Adreno 305","No","0.5","4.1","Yes","No","NA","No","300","No","NA","NA","NA","NA","ZTE","Axon Watch"
"GSM / HSPA / LTE","2015, October","Available. Released 2015, October","153.9","73.7","9.4","169.8","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.1.1 (Lollipop)","Qualcomm MSM8974 Snapdragon 801","Quad-core 2.3 GHz Krait 400","Adreno 330","No","2","4","Yes","FM radio","Yes","Wi-Fi","3000","Yes","290","Dual: 13 MP + 2MP, autofocus, dual-LED flash","1080p@30fps, 720p@120fps","8 MP","ZTE","Axon"
